Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
3876,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,12.347997567963,88113.8515625
3878,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,14.142066300106,92457.40625
3879,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeCN,22.0913610451257,334137.15625
3880,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,11.5397564506299,392430.5625
3881,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,10.1004806862349,425103.5625
3882,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,10.8741307570354,288888.25
3883,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,11.881057125102,177735.828125
3884,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,13.927412066974,81934.6484375
3885,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,16.7797656098198,320292.125
3886,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,12.8928002461428,211140.0
3887,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,22.7096687770233,25389.205078125
3888,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,12.9703284223806,37881.8203125
3890,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,10.1791355231639,185739.890625
3891,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,MeCN,14.4775564121699,934240.6875
3892,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,23.1223215507468,7478654.5
3893,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,30.8774282360636,9526352.0
3894,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,15.0513912667319,2688102.25
3895,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,15.784512966748,2273011.25
3896,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,13.7881721435859,912249.8125
3897,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,13.4639376484243,382938.03125
3898,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,12.7203172978365,131234.078125
3899,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,20.7260570344574,595078.0
3900,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,12.5096780136704,151274.28125
3902,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,11.9746106912651,300031.09375
3903,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,MeCN,15.4286862804683,787347.5
3904,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,14.4666755535584,1205961.75
3905,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,13.3392446003212,336535.15625
3906,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,13.0403530502945,376240.15625
3907,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,14.290912412724,316587.46875
3908,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,12.4794001332314,289912.1875
3909,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,16.0437755110856,573352.75
3910,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,12.467561854787,182805.140625
3911,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,21.0364006564294,174675.859375
3912,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,12.7058431240814,45734.78125
3914,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,15.0919841109037,666825.625
3915,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,MeCN,16.4250487565644,1523362.625
3916,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,12.8917091201748,890810.1875
3917,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,11.2889763350482,278095.875
3918,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeCN,13.8230680892582,735146.5625
3919,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeCN,14.8776957978118,1042475.0
3920,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeCN,12.2010010560295,394200.78125
3921,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeCN,14.088859016586,376247.46875
3922,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeCN,13.0440950688018,149193.546875
3923,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeCN,21.2683975574131,727635.8125
3924,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeCN,12.8320495720887,114577.2421875
3926,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeCN,12.8602628892346,320163.15625
3927,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,MeCN,17.7682777679585,1359402.375
3928,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeCN,17.8764241294788,524017.03125
3929,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,12.9875924442688,284296.09375
3930,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,13.5260942374049,239794.859375
3931,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,13.827473510766,370766.25
3932,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,12.6760654995039,408655.125
3933,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,15.901689030784,813832.6875
3934,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,12.8343307240686,130479.7734375
3935,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,21.4523223557977,193105.9375
3936,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,12.5457099664959,43274.4375
3950,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF,17.7034758199175,378726.96875
3951,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,THF,32.1025878589512,4715046.0
3952,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF,17.8705829394058,972348.625
3953,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF,18.7165126061604,109134.8671875
3954,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF,16.3200246509561,261897.953125
3955,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF,17.7669226591237,242234.15625
3956,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF,16.4910394585762,95188.875
3957,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF,23.3365464539622,1154091.125
3958,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF,16.0683218788889,175990.234375
3959,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF,20.4948051760428,36882.96484375
3960,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF,17.9807085872222,67173.1953125
3962,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,THF,28.529801166053,10038274.0
3963,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,THF,37.8639307267408,8335925.5
3964,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,THF,24.6935860610764,6887315.5
3965,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,THF,16.0245688357878,1221021.0
3966,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,THF,17.5264808917886,1317851.375
3967,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,THF,19.016909525014,1518402.125
3968,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,THF,15.3649546161143,348000.59375
3969,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,THF,25.4619907651635,2752717.25
3970,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,THF,16.5178003374803,654264.6875
3971,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,THF,21.2526051319947,67877.171875
3972,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,THF,15.7578506124017,97925.0859375001
3974,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,THF,18.3973693067571,959240.5625
3975,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,THF,32.6040294801367,6885095.5
3976,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,THF,21.0122990379066,3835087.75
3977,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,THF,14.7519844375044,398135.28125
3978,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,THF,22.2467564537038,4084530.25
3979,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,THF,21.3897561202857,1254722.375
3980,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,THF,15.4080483345732,233073.53125
3981,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,THF,25.8564502811331,2490756.25
3982,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,THF,20.1448688843564,996551.625
3983,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,THF,27.7164055819481,29656.875
3984,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,THF,17.5951478268442,131784.296875
3986,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,THF,19.6395921780882,641257.9375
3987,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,THF,37.2267218939317,8094370.00000001
3988,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,THF,20.8181722101892,2606477.25
3989,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,THF,18.826680471828,694054.1875
3990,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,THF,18.3493064013225,366975.65625
3991,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,THF,33.4837564765717,5507728.5
3992,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,THF,16.1562184853638,139026.890625
3993,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,THF,27.8908657967793,2928840.25
3994,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,THF,17.4101567797745,226251.015625
3995,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,THF,24.1696035865454,160038.859375
3996,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,THF,20.0890295044399,65100.68359375
3998,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,THF,22.9271419587939,4010838.0
3999,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,THF,57.6827370474121,13403425.0
4000,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,THF,40.6524822352502,10874544.0
4001,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,THF,20.3814390190546,1008489.875
4002,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,THF,17.7730899432375,702450.125
4003,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,THF,57.8852205235802,10945610.0
4004,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,THF,17.0363838720475,721623.25
4005,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,THF,33.7383053552015,4987063.0
4006,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,THF,15.9999333401678,243310.828125
4007,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,THF,28.4109264591555,349782.6875
4008,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,THF,18.3607159457543,261135.09375
4010,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,THF,25.2036778910408,3774887.75
4011,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,THF,47.5451490150284,11787529.0
4012,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,THF,52.1342567728515,15379341.0
4013,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,THF,24.8094737496901,3450362.75
4014,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,THF,20.8970803624696,1650691.625
4015,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,THF,57.2064930087038,10697209.0
4016,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,THF,17.1991460022776,403127.0625
4017,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,THF,39.7215404385379,8316937.5
4018,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,THF,18.9075030148708,625345.3125
4019,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,THF,26.6706662761019,183944.59375
4020,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,THF,18.8098529526093,149494.796875
4022,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,THF,28.0661395808034,6349146.5
4023,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,THF,67.4856067345959,15402182.0
4024,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,THF,50.0508182027367,14548921.0
4025,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,THF,20.7663521595584,2170303.5
4026,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,THF,20.8774317442202,1270752.0
4027,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,THF,67.6100198682185,13258607.0
4028,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,THF,17.2964046576797,708321.0625
4029,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,THF,37.7755339223614,6507310.5
4030,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,THF,16.2324709707721,192123.796875
4031,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,THF,23.6711332269804,163359.6875
4032,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,THF,17.32386163814,217616.71875
4046,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,DMF,16.90039164156,63005.34765625
4047,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,DMF,18.3002220540458,69702.796875
